Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,86344,1998,01,01,,,
IDCJAC0011,86344,1998,01,02,,,
IDCJAC0011,86344,1998,01,03,,,
IDCJAC0011,86344,1998,01,04,,,
IDCJAC0011,86344,1998,01,05,,,
IDCJAC0011,86344,1998,01,06,,,
IDCJAC0011,86344,1998,01,07,,,
IDCJAC0011,86344,1998,01,08,,,
IDCJAC0011,86344,1998,01,09,,,
IDCJAC0011,86344,1998,01,10,,,
IDCJAC0011,86344,1998,01,11,,,
IDCJAC0011,86344,1998,01,12,,,
IDCJAC0011,86344,1998,01,13,,,
IDCJAC0011,86344,1998,01,14,,,
IDCJAC0011,86344,1998,01,15,,,
IDCJAC0011,86344,1998,01,16,,,
IDCJAC0011,86344,1998,01,17,,,
IDCJAC0011,86344,1998,01,18,,,
IDCJAC0011,86344,1998,01,19,,,
IDCJAC0011,86344,1998,01,20,,,
IDCJAC0011,86344,1998,01,21,,,
IDCJAC0011,86344,1998,01,22,,,
IDCJAC0011,86344,1998,01,23,,,
IDCJAC0011,86344,1998,01,24,,,
IDCJAC0011,86344,1998,01,25,,,
IDCJAC0011,86344,1998,01,26,,,
IDCJAC0011,86344,1998,01,27,,,
IDCJAC0011,86344,1998,01,28,,,
IDCJAC0011,86344,1998,01,29,,,
IDCJAC0011,86344,1998,01,30,,,
IDCJAC0011,86344,1998,01,31,,,
IDCJAC0011,86344,1998,02,01,,,
IDCJAC0011,86344,1998,02,02,,,
IDCJAC0011,86344,1998,02,03,,,
IDCJAC0011,86344,1998,02,04,,,
IDCJAC0011,86344,1998,02,05,,,
IDCJAC0011,86344,1998,02,06,,,
IDCJAC0011,86344,1998,02,07,,,
IDCJAC0011,86344,1998,02,08,,,
IDCJAC0011,86344,1998,02,09,,,
IDCJAC0011,86344,1998,02,10,,,
IDCJAC0011,86344,1998,02,11,,,
IDCJAC0011,86344,1998,02,12,,,
IDCJAC0011,86344,1998,02,13,,,
IDCJAC0011,86344,1998,02,14,,,
IDCJAC0011,86344,1998,02,15,,,
IDCJAC0011,86344,1998,02,16,,,
IDCJAC0011,86344,1998,02,17,,,
IDCJAC0011,86344,1998,02,18,,,
IDCJAC0011,86344,1998,02,19,,,
IDCJAC0011,86344,1998,02,20,,,
IDCJAC0011,86344,1998,02,21,,,
IDCJAC0011,86344,1998,02,22,,,
IDCJAC0011,86344,1998,02,23,,,
IDCJAC0011,86344,1998,02,24,,,
IDCJAC0011,86344,1998,02,25,,,
IDCJAC0011,86344,1998,02,26,,,
IDCJAC0011,86344,1998,02,27,,,
IDCJAC0011,86344,1998,02,28,,,
IDCJAC0011,86344,1998,03,01,,,
IDCJAC0011,86344,1998,03,02,,,
IDCJAC0011,86344,1998,03,03,,,
IDCJAC0011,86344,1998,03,04,,,
IDCJAC0011,86344,1998,03,05,,,
IDCJAC0011,86344,1998,03,06,,,
IDCJAC0011,86344,1998,03,07,,,
IDCJAC0011,86344,1998,03,08,,,
IDCJAC0011,86344,1998,03,09,,,
IDCJAC0011,86344,1998,03,10,,,
IDCJAC0011,86344,1998,03,11,,,
IDCJAC0011,86344,1998,03,12,,,
IDCJAC0011,86344,1998,03,13,,,
IDCJAC0011,86344,1998,03,14,,,
IDCJAC0011,86344,1998,03,15,,,
IDCJAC0011,86344,1998,03,16,,,
IDCJAC0011,86344,1998,03,17,,,
IDCJAC0011,86344,1998,03,18,,,
IDCJAC0011,86344,1998,03,19,,,
IDCJAC0011,86344,1998,03,20,,,
IDCJAC0011,86344,1998,03,21,,,
IDCJAC0011,86344,1998,03,22,,,
IDCJAC0011,86344,1998,03,23,,,
IDCJAC0011,86344,1998,03,24,,,
IDCJAC0011,86344,1998,03,25,,,
IDCJAC0011,86344,1998,03,26,,,
IDCJAC0011,86344,1998,03,27,,,
IDCJAC0011,86344,1998,03,28,,,
IDCJAC0011,86344,1998,03,29,,,
IDCJAC0011,86344,1998,03,30,,,
IDCJAC0011,86344,1998,03,31,,,
IDCJAC0011,86344,1998,04,01,,,
IDCJAC0011,86344,1998,04,02,,,
IDCJAC0011,86344,1998,04,03,,,
IDCJAC0011,86344,1998,04,04,,,
IDCJAC0011,86344,1998,04,05,,,
IDCJAC0011,86344,1998,04,06,,,
IDCJAC0011,86344,1998,04,07,,,
IDCJAC0011,86344,1998,04,08,,,
IDCJAC0011,86344,1998,04,09,,,
IDCJAC0011,86344,1998,04,10,,,
IDCJAC0011,86344,1998,04,11,,,
IDCJAC0011,86344,1998,04,12,,,
IDCJAC0011,86344,1998,04,13,,,
IDCJAC0011,86344,1998,04,14,,,
IDCJAC0011,86344,1998,04,15,,,
IDCJAC0011,86344,1998,04,16,,,
IDCJAC0011,86344,1998,04,17,,,
IDCJAC0011,86344,1998,04,18,,,
IDCJAC0011,86344,1998,04,19,,,
IDCJAC0011,86344,1998,04,20,,,
IDCJAC0011,86344,1998,04,21,,,
IDCJAC0011,86344,1998,04,22,,,
IDCJAC0011,86344,1998,04,23,,,
IDCJAC0011,86344,1998,04,24,,,
IDCJAC0011,86344,1998,04,25,,,
IDCJAC0011,86344,1998,04,26,,,
IDCJAC0011,86344,1998,04,27,,,
IDCJAC0011,86344,1998,04,28,,,
IDCJAC0011,86344,1998,04,29,,,
IDCJAC0011,86344,1998,04,30,,,
IDCJAC0011,86344,1998,05,01,,,
IDCJAC0011,86344,1998,05,02,,,
IDCJAC0011,86344,1998,05,03,,,
IDCJAC0011,86344,1998,05,04,,,
IDCJAC0011,86344,1998,05,05,,,
IDCJAC0011,86344,1998,05,06,,,
IDCJAC0011,86344,1998,05,07,,,
IDCJAC0011,86344,1998,05,08,,,
IDCJAC0011,86344,1998,05,09,,,
IDCJAC0011,86344,1998,05,10,,,
IDCJAC0011,86344,1998,05,11,,,
IDCJAC0011,86344,1998,05,12,,,
IDCJAC0011,86344,1998,05,13,,,
IDCJAC0011,86344,1998,05,14,,,
IDCJAC0011,86344,1998,05,15,,,
IDCJAC0011,86344,1998,05,16,,,
IDCJAC0011,86344,1998,05,17,,,
IDCJAC0011,86344,1998,05,18,,,
IDCJAC0011,86344,1998,05,19,,,
IDCJAC0011,86344,1998,05,20,,,
IDCJAC0011,86344,1998,05,21,,,
IDCJAC0011,86344,1998,05,22,,,
IDCJAC0011,86344,1998,05,23,,,
IDCJAC0011,86344,1998,05,24,,,
IDCJAC0011,86344,1998,05,25,,,
IDCJAC0011,86344,1998,05,26,,,
IDCJAC0011,86344,1998,05,27,,,
IDCJAC0011,86344,1998,05,28,,,
IDCJAC0011,86344,1998,05,29,,,
IDCJAC0011,86344,1998,05,30,,,
IDCJAC0011,86344,1998,05,31,,,
IDCJAC0011,86344,1998,06,01,,,
IDCJAC0011,86344,1998,06,02,,,
IDCJAC0011,86344,1998,06,03,,,
IDCJAC0011,86344,1998,06,04,,,
IDCJAC0011,86344,1998,06,05,,,
IDCJAC0011,86344,1998,06,06,,,
IDCJAC0011,86344,1998,06,07,,,
IDCJAC0011,86344,1998,06,08,,,
IDCJAC0011,86344,1998,06,09,,,
IDCJAC0011,86344,1998,06,10,,,
IDCJAC0011,86344,1998,06,11,,,
IDCJAC0011,86344,1998,06,12,,,
IDCJAC0011,86344,1998,06,13,,,
IDCJAC0011,86344,1998,06,14,,,
IDCJAC0011,86344,1998,06,15,,,
IDCJAC0011,86344,1998,06,16,,,
IDCJAC0011,86344,1998,06,17,,,
IDCJAC0011,86344,1998,06,18,,,
IDCJAC0011,86344,1998,06,19,,,
IDCJAC0011,86344,1998,06,20,,,
IDCJAC0011,86344,1998,06,21,,,
IDCJAC0011,86344,1998,06,22,,,
IDCJAC0011,86344,1998,06,23,,,
IDCJAC0011,86344,1998,06,24,,,
IDCJAC0011,86344,1998,06,25,,,
IDCJAC0011,86344,1998,06,26,,,
IDCJAC0011,86344,1998,06,27,,,
IDCJAC0011,86344,1998,06,28,,,
IDCJAC0011,86344,1998,06,29,,,
IDCJAC0011,86344,1998,06,30,,,
IDCJAC0011,86344,1998,07,01,,,
IDCJAC0011,86344,1998,07,02,,,
IDCJAC0011,86344,1998,07,03,,,
IDCJAC0011,86344,1998,07,04,,,
IDCJAC0011,86344,1998,07,05,,,
IDCJAC0011,86344,1998,07,06,,,
IDCJAC0011,86344,1998,07,07,,,
IDCJAC0011,86344,1998,07,08,,,
IDCJAC0011,86344,1998,07,09,,,
IDCJAC0011,86344,1998,07,10,,,
IDCJAC0011,86344,1998,07,11,,,
IDCJAC0011,86344,1998,07,12,,,
IDCJAC0011,86344,1998,07,13,,,
IDCJAC0011,86344,1998,07,14,,,
IDCJAC0011,86344,1998,07,15,,,
IDCJAC0011,86344,1998,07,16,,,
IDCJAC0011,86344,1998,07,17,,,
IDCJAC0011,86344,1998,07,18,,,
IDCJAC0011,86344,1998,07,19,,,
IDCJAC0011,86344,1998,07,20,,,
IDCJAC0011,86344,1998,07,21,,,
IDCJAC0011,86344,1998,07,22,,,
IDCJAC0011,86344,1998,07,23,,,
IDCJAC0011,86344,1998,07,24,,,
IDCJAC0011,86344,1998,07,25,,,
IDCJAC0011,86344,1998,07,26,,,
IDCJAC0011,86344,1998,07,27,,,
IDCJAC0011,86344,1998,07,28,,,
IDCJAC0011,86344,1998,07,29,,,
IDCJAC0011,86344,1998,07,30,,,
IDCJAC0011,86344,1998,07,31,,,
IDCJAC0011,86344,1998,08,01,,,
IDCJAC0011,86344,1998,08,02,,,
IDCJAC0011,86344,1998,08,03,,,
IDCJAC0011,86344,1998,08,04,,,
IDCJAC0011,86344,1998,08,05,,,
IDCJAC0011,86344,1998,08,06,,,
IDCJAC0011,86344,1998,08,07,,,
IDCJAC0011,86344,1998,08,08,,,
IDCJAC0011,86344,1998,08,09,,,
IDCJAC0011,86344,1998,08,10,,,
IDCJAC0011,86344,1998,08,11,,,
IDCJAC0011,86344,1998,08,12,,,
IDCJAC0011,86344,1998,08,13,,,
IDCJAC0011,86344,1998,08,14,,,
IDCJAC0011,86344,1998,08,15,,,
IDCJAC0011,86344,1998,08,16,,,
IDCJAC0011,86344,1998,08,17,,,
IDCJAC0011,86344,1998,08,18,,,
IDCJAC0011,86344,1998,08,19,,,
IDCJAC0011,86344,1998,08,20,,,
IDCJAC0011,86344,1998,08,21,,,
IDCJAC0011,86344,1998,08,22,,,
IDCJAC0011,86344,1998,08,23,,,
IDCJAC0011,86344,1998,08,24,,,
IDCJAC0011,86344,1998,08,25,,,
IDCJAC0011,86344,1998,08,26,,,
IDCJAC0011,86344,1998,08,27,,,
IDCJAC0011,86344,1998,08,28,,,
IDCJAC0011,86344,1998,08,29,,,
IDCJAC0011,86344,1998,08,30,,,
IDCJAC0011,86344,1998,08,31,,,
IDCJAC0011,86344,1998,09,01,,,
IDCJAC0011,86344,1998,09,02,,,
IDCJAC0011,86344,1998,09,03,,,
IDCJAC0011,86344,1998,09,04,,,
IDCJAC0011,86344,1998,09,05,,,
IDCJAC0011,86344,1998,09,06,,,
IDCJAC0011,86344,1998,09,07,,,
IDCJAC0011,86344,1998,09,08,,,
IDCJAC0011,86344,1998,09,09,,,
IDCJAC0011,86344,1998,09,10,,,
