Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,88123,1969,01,01,,,
IDCJAC0011,88123,1969,01,02,,,
IDCJAC0011,88123,1969,01,03,,,
IDCJAC0011,88123,1969,01,04,,,
IDCJAC0011,88123,1969,01,05,,,
IDCJAC0011,88123,1969,01,06,,,
IDCJAC0011,88123,1969,01,07,,,
IDCJAC0011,88123,1969,01,08,,,
IDCJAC0011,88123,1969,01,09,,,
IDCJAC0011,88123,1969,01,10,,,
IDCJAC0011,88123,1969,01,11,,,
IDCJAC0011,88123,1969,01,12,,,
IDCJAC0011,88123,1969,01,13,,,
IDCJAC0011,88123,1969,01,14,,,
IDCJAC0011,88123,1969,01,15,,,
IDCJAC0011,88123,1969,01,16,,,
IDCJAC0011,88123,1969,01,17,,,
IDCJAC0011,88123,1969,01,18,,,
IDCJAC0011,88123,1969,01,19,,,
IDCJAC0011,88123,1969,01,20,,,
IDCJAC0011,88123,1969,01,21,,,
IDCJAC0011,88123,1969,01,22,,,
IDCJAC0011,88123,1969,01,23,,,
IDCJAC0011,88123,1969,01,24,,,
IDCJAC0011,88123,1969,01,25,,,
IDCJAC0011,88123,1969,01,26,,,
IDCJAC0011,88123,1969,01,27,,,
IDCJAC0011,88123,1969,01,28,,,
IDCJAC0011,88123,1969,01,29,,,
IDCJAC0011,88123,1969,01,30,,,
IDCJAC0011,88123,1969,01,31,,,
IDCJAC0011,88123,1969,02,01,,,
IDCJAC0011,88123,1969,02,02,,,
IDCJAC0011,88123,1969,02,03,,,
IDCJAC0011,88123,1969,02,04,,,
IDCJAC0011,88123,1969,02,05,,,
IDCJAC0011,88123,1969,02,06,,,
IDCJAC0011,88123,1969,02,07,,,
IDCJAC0011,88123,1969,02,08,,,
IDCJAC0011,88123,1969,02,09,,,
IDCJAC0011,88123,1969,02,10,,,
IDCJAC0011,88123,1969,02,11,,,
IDCJAC0011,88123,1969,02,12,,,
IDCJAC0011,88123,1969,02,13,,,
IDCJAC0011,88123,1969,02,14,,,
IDCJAC0011,88123,1969,02,15,,,
IDCJAC0011,88123,1969,02,16,,,
IDCJAC0011,88123,1969,02,17,,,
IDCJAC0011,88123,1969,02,18,,,
IDCJAC0011,88123,1969,02,19,,,
IDCJAC0011,88123,1969,02,20,,,
IDCJAC0011,88123,1969,02,21,,,
IDCJAC0011,88123,1969,02,22,,,
IDCJAC0011,88123,1969,02,23,,,
IDCJAC0011,88123,1969,02,24,,,
IDCJAC0011,88123,1969,02,25,,,
IDCJAC0011,88123,1969,02,26,,,
IDCJAC0011,88123,1969,02,27,,,
IDCJAC0011,88123,1969,02,28,,,
IDCJAC0011,88123,1969,03,01,,,
IDCJAC0011,88123,1969,03,02,,,
IDCJAC0011,88123,1969,03,03,,,
IDCJAC0011,88123,1969,03,04,,,
IDCJAC0011,88123,1969,03,05,,,
IDCJAC0011,88123,1969,03,06,,,
IDCJAC0011,88123,1969,03,07,,,
IDCJAC0011,88123,1969,03,08,,,
IDCJAC0011,88123,1969,03,09,,,
IDCJAC0011,88123,1969,03,10,,,
IDCJAC0011,88123,1969,03,11,,,
IDCJAC0011,88123,1969,03,12,,,
IDCJAC0011,88123,1969,03,13,,,
IDCJAC0011,88123,1969,03,14,,,
IDCJAC0011,88123,1969,03,15,,,
IDCJAC0011,88123,1969,03,16,,,
IDCJAC0011,88123,1969,03,17,,,
IDCJAC0011,88123,1969,03,18,,,
IDCJAC0011,88123,1969,03,19,,,
IDCJAC0011,88123,1969,03,20,,,
IDCJAC0011,88123,1969,03,21,,,
IDCJAC0011,88123,1969,03,22,,,
IDCJAC0011,88123,1969,03,23,,,
IDCJAC0011,88123,1969,03,24,,,
IDCJAC0011,88123,1969,03,25,,,
IDCJAC0011,88123,1969,03,26,,,
IDCJAC0011,88123,1969,03,27,,,
IDCJAC0011,88123,1969,03,28,,,
IDCJAC0011,88123,1969,03,29,,,
IDCJAC0011,88123,1969,03,30,,,
IDCJAC0011,88123,1969,03,31,,,
IDCJAC0011,88123,1969,04,01,,,
IDCJAC0011,88123,1969,04,02,,,
IDCJAC0011,88123,1969,04,03,,,
IDCJAC0011,88123,1969,04,04,,,
IDCJAC0011,88123,1969,04,05,,,
IDCJAC0011,88123,1969,04,06,,,
IDCJAC0011,88123,1969,04,07,,,
IDCJAC0011,88123,1969,04,08,,,
IDCJAC0011,88123,1969,04,09,,,
IDCJAC0011,88123,1969,04,10,,,
IDCJAC0011,88123,1969,04,11,,,
IDCJAC0011,88123,1969,04,12,,,
IDCJAC0011,88123,1969,04,13,,,
IDCJAC0011,88123,1969,04,14,,,
IDCJAC0011,88123,1969,04,15,,,
IDCJAC0011,88123,1969,04,16,,,
IDCJAC0011,88123,1969,04,17,,,
IDCJAC0011,88123,1969,04,18,,,
IDCJAC0011,88123,1969,04,19,,,
IDCJAC0011,88123,1969,04,20,,,
IDCJAC0011,88123,1969,04,21,,,
IDCJAC0011,88123,1969,04,22,,,
IDCJAC0011,88123,1969,04,23,,,
IDCJAC0011,88123,1969,04,24,,,
IDCJAC0011,88123,1969,04,25,,,
IDCJAC0011,88123,1969,04,26,,,
IDCJAC0011,88123,1969,04,27,,,
IDCJAC0011,88123,1969,04,28,,,
IDCJAC0011,88123,1969,04,29,,,
IDCJAC0011,88123,1969,04,30,,,
IDCJAC0011,88123,1969,05,01,,,
IDCJAC0011,88123,1969,05,02,,,
IDCJAC0011,88123,1969,05,03,,,
IDCJAC0011,88123,1969,05,04,,,
IDCJAC0011,88123,1969,05,05,,,
IDCJAC0011,88123,1969,05,06,,,
IDCJAC0011,88123,1969,05,07,,,
IDCJAC0011,88123,1969,05,08,,,
IDCJAC0011,88123,1969,05,09,,,
IDCJAC0011,88123,1969,05,10,,,
IDCJAC0011,88123,1969,05,11,,,
IDCJAC0011,88123,1969,05,12,,,
IDCJAC0011,88123,1969,05,13,,,
IDCJAC0011,88123,1969,05,14,,,
IDCJAC0011,88123,1969,05,15,,,
IDCJAC0011,88123,1969,05,16,,,
IDCJAC0011,88123,1969,05,17,,,
IDCJAC0011,88123,1969,05,18,,,
IDCJAC0011,88123,1969,05,19,,,
IDCJAC0011,88123,1969,05,20,,,
IDCJAC0011,88123,1969,05,21,,,
IDCJAC0011,88123,1969,05,22,,,
IDCJAC0011,88123,1969,05,23,,,
IDCJAC0011,88123,1969,05,24,,,
IDCJAC0011,88123,1969,05,25,,,
IDCJAC0011,88123,1969,05,26,,,
IDCJAC0011,88123,1969,05,27,,,
IDCJAC0011,88123,1969,05,28,,,
IDCJAC0011,88123,1969,05,29,,,
IDCJAC0011,88123,1969,05,30,,,
