Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,81076,1930,07,25,0.0,,Y
IDCJAC0009,81076,1930,07,26,1.3,1,Y
IDCJAC0009,81076,1930,07,27,6.4,1,Y
IDCJAC0009,81076,1930,07,28,0.0,,Y
IDCJAC0009,81076,1930,07,29,0.0,,Y
IDCJAC0009,81076,1930,07,30,0.5,1,Y
IDCJAC0009,81076,1930,07,31,0.5,1,Y
IDCJAC0009,81076,1930,08,01,3.8,1,Y
IDCJAC0009,81076,1930,08,02,3.8,1,Y
IDCJAC0009,81076,1930,08,03,6.1,1,Y
IDCJAC0009,81076,1930,08,04,0.0,,Y
IDCJAC0009,81076,1930,08,05,0.0,,Y
IDCJAC0009,81076,1930,08,06,0.0,,Y
IDCJAC0009,81076,1930,08,07,5.6,1,Y
IDCJAC0009,81076,1930,08,08,5.1,1,Y
IDCJAC0009,81076,1930,08,09,2.3,1,Y
IDCJAC0009,81076,1930,08,10,0.8,1,Y
IDCJAC0009,81076,1930,08,11,4.3,1,Y
IDCJAC0009,81076,1930,08,12,1.0,1,Y
IDCJAC0009,81076,1930,08,13,1.8,1,Y
IDCJAC0009,81076,1930,08,14,3.6,1,Y
IDCJAC0009,81076,1930,08,15,0.0,,Y
IDCJAC0009,81076,1930,08,16,1.0,1,Y
IDCJAC0009,81076,1930,08,17,0.8,1,Y
IDCJAC0009,81076,1930,08,18,0.0,,Y
IDCJAC0009,81076,1930,08,19,0.0,,Y
IDCJAC0009,81076,1930,08,20,5.8,1,Y
IDCJAC0009,81076,1930,08,21,7.9,1,Y
IDCJAC0009,81076,1930,08,22,0.0,,Y
IDCJAC0009,81076,1930,08,23,0.0,,Y
IDCJAC0009,81076,1930,08,24,0.0,,Y
IDCJAC0009,81076,1930,08,25,0.0,,Y
IDCJAC0009,81076,1930,08,26,0.0,,Y
IDCJAC0009,81076,1930,08,27,0.0,,Y
IDCJAC0009,81076,1930,08,28,0.0,,Y
IDCJAC0009,81076,1930,08,29,0.0,,Y
IDCJAC0009,81076,1930,08,30,0.0,,Y
IDCJAC0009,81076,1930,08,31,0.0,,Y
IDCJAC0009,81076,1930,09,01,0.0,,Y
IDCJAC0009,81076,1930,09,02,0.0,,Y
IDCJAC0009,81076,1930,09,03,0.0,,Y
IDCJAC0009,81076,1930,09,04,0.0,,Y
IDCJAC0009,81076,1930,09,05,0.0,,Y
IDCJAC0009,81076,1930,09,06,0.0,,Y
IDCJAC0009,81076,1930,09,07,0.0,,Y
IDCJAC0009,81076,1930,09,08,0.0,,Y
IDCJAC0009,81076,1930,09,09,11.7,1,Y
IDCJAC0009,81076,1930,09,10,0.8,1,Y
IDCJAC0009,81076,1930,09,11,0.0,,Y
IDCJAC0009,81076,1930,09,12,0.0,,Y
IDCJAC0009,81076,1930,09,13,0.0,,Y
IDCJAC0009,81076,1930,09,14,0.0,,Y
IDCJAC0009,81076,1930,09,15,1.5,1,Y
IDCJAC0009,81076,1930,09,16,0.0,,Y
IDCJAC0009,81076,1930,09,17,0.0,,Y
IDCJAC0009,81076,1930,09,18,0.0,,Y
IDCJAC0009,81076,1930,09,19,0.0,,Y
IDCJAC0009,81076,1930,09,20,0.0,,Y
IDCJAC0009,81076,1930,09,21,0.0,,Y
IDCJAC0009,81076,1930,09,22,0.0,,Y
IDCJAC0009,81076,1930,09,23,3.8,1,Y
IDCJAC0009,81076,1930,09,24,0.8,1,Y
IDCJAC0009,81076,1930,09,25,0.0,,Y
IDCJAC0009,81076,1930,09,26,0.0,,Y
IDCJAC0009,81076,1930,09,27,1.5,1,Y
IDCJAC0009,81076,1930,09,28,0.5,1,Y
IDCJAC0009,81076,1930,09,29,0.0,,Y
IDCJAC0009,81076,1930,09,30,0.0,,Y
IDCJAC0009,81076,1930,10,01,0.0,,Y
IDCJAC0009,81076,1930,10,02,0.0,,Y
IDCJAC0009,81076,1930,10,03,0.0,,Y
IDCJAC0009,81076,1930,10,04,0.0,,Y
IDCJAC0009,81076,1930,10,05,0.0,,Y
IDCJAC0009,81076,1930,10,06,11.4,1,Y
IDCJAC0009,81076,1930,10,07,28.4,1,Y
IDCJAC0009,81076,1930,10,08,0.0,,Y
IDCJAC0009,81076,1930,10,09,0.0,,Y
IDCJAC0009,81076,1930,10,10,0.0,,Y
IDCJAC0009,81076,1930,10,11,0.0,,Y
IDCJAC0009,81076,1930,10,12,12.4,1,Y
IDCJAC0009,81076,1930,10,13,1.0,1,Y
IDCJAC0009,81076,1930,10,14,2.8,1,Y
IDCJAC0009,81076,1930,10,15,0.0,,Y
IDCJAC0009,81076,1930,10,16,0.0,,Y
IDCJAC0009,81076,1930,10,17,0.0,,Y
IDCJAC0009,81076,1930,10,18,0.0,,Y
IDCJAC0009,81076,1930,10,19,0.0,,Y
IDCJAC0009,81076,1930,10,20,1.5,1,Y
IDCJAC0009,81076,1930,10,21,9.1,1,Y
IDCJAC0009,81076,1930,10,22,0.0,,Y
IDCJAC0009,81076,1930,10,23,0.0,,Y
IDCJAC0009,81076,1930,10,24,4.1,1,Y
IDCJAC0009,81076,1930,10,25,0.0,,Y
IDCJAC0009,81076,1930,10,26,0.0,,Y
IDCJAC0009,81076,1930,10,27,0.0,,Y
IDCJAC0009,81076,1930,10,28,7.1,1,Y
IDCJAC0009,81076,1930,10,29,4.8,1,Y
IDCJAC0009,81076,1930,10,30,0.0,,Y
IDCJAC0009,81076,1930,10,31,0.0,,Y
IDCJAC0009,81076,1930,11,01,0.0,,Y
IDCJAC0009,81076,1930,11,02,0.0,,Y
IDCJAC0009,81076,1930,11,03,0.0,,Y
IDCJAC0009,81076,1930,11,04,2.3,1,Y
IDCJAC0009,81076,1930,11,05,2.0,1,Y
IDCJAC0009,81076,1930,11,06,0.0,,Y
IDCJAC0009,81076,1930,11,07,0.0,,Y
IDCJAC0009,81076,1930,11,08,0.0,,Y
IDCJAC0009,81076,1930,11,09,0.0,,Y
IDCJAC0009,81076,1930,11,10,0.0,,Y
IDCJAC0009,81076,1930,11,11,0.0,,Y
IDCJAC0009,81076,1930,11,12,0.0,,Y
IDCJAC0009,81076,1930,11,13,0.0,,Y
IDCJAC0009,81076,1930,11,14,0.0,,Y
IDCJAC0009,81076,1930,11,15,0.0,,Y
IDCJAC0009,81076,1930,11,16,0.0,,Y
IDCJAC0009,81076,1930,11,17,0.0,,Y
IDCJAC0009,81076,1930,11,18,4.1,1,Y
IDCJAC0009,81076,1930,11,19,0.0,,Y
IDCJAC0009,81076,1930,11,20,0.0,,Y
IDCJAC0009,81076,1930,11,21,0.0,,Y
IDCJAC0009,81076,1930,11,22,0.0,,Y
IDCJAC0009,81076,1930,11,23,0.0,,Y
IDCJAC0009,81076,1930,11,24,16.5,1,Y
IDCJAC0009,81076,1930,11,25,0.8,1,Y
IDCJAC0009,81076,1930,11,26,0.0,,Y
IDCJAC0009,81076,1930,11,27,0.0,,Y
IDCJAC0009,81076,1930,11,28,0.0,,Y
IDCJAC0009,81076,1930,11,29,0.0,,Y
IDCJAC0009,81076,1930,11,30,0.0,,Y
IDCJAC0009,81076,1930,12,01,0.0,,Y
IDCJAC0009,81076,1930,12,02,0.0,,Y
IDCJAC0009,81076,1930,12,03,0.0,,Y
IDCJAC0009,81076,1930,12,04,0.0,,Y
IDCJAC0009,81076,1930,12,05,0.5,1,Y
IDCJAC0009,81076,1930,12,06,3.3,1,Y
IDCJAC0009,81076,1930,12,07,86.4,1,Y
IDCJAC0009,81076,1930,12,08,10.2,1,Y
IDCJAC0009,81076,1930,12,09,0.3,1,Y
IDCJAC0009,81076,1930,12,10,0.0,,Y
IDCJAC0009,81076,1930,12,11,0.0,,Y
IDCJAC0009,81076,1930,12,12,0.0,,Y
IDCJAC0009,81076,1930,12,13,0.0,,Y
IDCJAC0009,81076,1930,12,14,0.0,,Y
IDCJAC0009,81076,1930,12,15,1.3,1,Y
IDCJAC0009,81076,1930,12,16,53.3,1,Y
IDCJAC0009,81076,1930,12,17,3.3,1,Y
IDCJAC0009,81076,1930,12,18,0.0,,Y
IDCJAC0009,81076,1930,12,19,0.0,,Y
IDCJAC0009,81076,1930,12,20,0.0,,Y
IDCJAC0009,81076,1930,12,21,0.0,,Y
IDCJAC0009,81076,1930,12,22,0.0,,Y
IDCJAC0009,81076,1930,12,23,0.0,,Y
IDCJAC0009,81076,1930,12,24,0.0,,Y
IDCJAC0009,81076,1930,12,25,25.4,1,Y
IDCJAC0009,81076,1930,12,26,3.6,1,Y
IDCJAC0009,81076,1930,12,27,0.5,1,Y
IDCJAC0009,81076,1930,12,28,0.0,,Y
IDCJAC0009,81076,1930,12,29,0.0,,Y
IDCJAC0009,81076,1930,12,30,0.0,,Y
IDCJAC0009,81076,1930,12,31,0.0,,Y
IDCJAC0009,81076,1931,01,01,0.0,,Y
IDCJAC0009,81076,1931,01,02,0.0,,Y
IDCJAC0009,81076,1931,01,03,0.0,,Y
IDCJAC0009,81076,1931,01,04,0.0,,Y
IDCJAC0009,81076,1931,01,05,0.0,,Y
IDCJAC0009,81076,1931,01,06,0.0,,Y
IDCJAC0009,81076,1931,01,07,0.0,,Y
IDCJAC0009,81076,1931,01,08,13.7,1,Y
IDCJAC0009,81076,1931,01,09,0.0,,Y
IDCJAC0009,81076,1931,01,10,0.0,,Y
IDCJAC0009,81076,1931,01,11,0.0,,Y
IDCJAC0009,81076,1931,01,12,0.0,,Y
IDCJAC0009,81076,1931,01,13,0.0,,Y
IDCJAC0009,81076,1931,01,14,0.0,,Y
IDCJAC0009,81076,1931,01,15,0.0,,Y
IDCJAC0009,81076,1931,01,16,0.0,,Y
IDCJAC0009,81076,1931,01,17,0.0,,Y
IDCJAC0009,81076,1931,01,18,0.0,,Y
IDCJAC0009,81076,1931,01,19,0.0,,Y
IDCJAC0009,81076,1931,01,20,0.0,,Y
IDCJAC0009,81076,1931,01,21,0.0,,Y
IDCJAC0009,81076,1931,01,22,0.0,,Y
IDCJAC0009,81076,1931,01,23,0.0,,Y
IDCJAC0009,81076,1931,01,24,0.0,,Y
IDCJAC0009,81076,1931,01,25,0.0,,Y
IDCJAC0009,81076,1931,01,26,0.0,,Y
IDCJAC0009,81076,1931,01,27,0.0,,Y
IDCJAC0009,81076,1931,01,28,0.0,,Y
IDCJAC0009,81076,1931,01,29,0.0,,Y
IDCJAC0009,81076,1931,01,30,2.3,1,Y
IDCJAC0009,81076,1931,01,31,1.0,1,Y
IDCJAC0009,81076,1931,02,01,0.0,,Y
IDCJAC0009,81076,1931,02,02,0.0,,Y
IDCJAC0009,81076,1931,02,03,0.0,,Y
IDCJAC0009,81076,1931,02,04,0.0,,Y
IDCJAC0009,81076,1931,02,05,1.8,1,Y
IDCJAC0009,81076,1931,02,06,0.0,,Y
IDCJAC0009,81076,1931,02,07,0.0,,Y
IDCJAC0009,81076,1931,02,08,0.0,,Y
IDCJAC0009,81076,1931,02,09,0.0,,Y
IDCJAC0009,81076,1931,02,10,0.0,,Y
IDCJAC0009,81076,1931,02,11,0.0,,Y
IDCJAC0009,81076,1931,02,12,0.0,,Y
IDCJAC0009,81076,1931,02,13,0.0,,Y
IDCJAC0009,81076,1931,02,14,0.5,1,Y
IDCJAC0009,81076,1931,02,15,0.0,,Y
IDCJAC0009,81076,1931,02,16,0.0,,Y
IDCJAC0009,81076,1931,02,17,0.0,,Y
IDCJAC0009,81076,1931,02,18,0.0,,Y
IDCJAC0009,81076,1931,02,19,0.0,,Y
IDCJAC0009,81076,1931,02,20,0.0,,Y
IDCJAC0009,81076,1931,02,21,0.0,,Y
IDCJAC0009,81076,1931,02,22,0.5,1,Y
IDCJAC0009,81076,1931,02,23,0.0,,Y
IDCJAC0009,81076,1931,02,24,0.0,,Y
IDCJAC0009,81076,1931,02,25,0.0,,Y
IDCJAC0009,81076,1931,02,26,0.0,,Y
IDCJAC0009,81076,1931,02,27,0.0,,Y
IDCJAC0009,81076,1931,02,28,0.0,,Y
IDCJAC0009,81076,1931,03,01,0.0,,Y
IDCJAC0009,81076,1931,03,02,0.3,1,Y
IDCJAC0009,81076,1931,03,03,0.8,1,Y
IDCJAC0009,81076,1931,03,04,0.5,1,Y
IDCJAC0009,81076,1931,03,05,0.0,,Y
IDCJAC0009,81076,1931,03,06,0.0,,Y
IDCJAC0009,81076,1931,03,07,0.0,,Y
IDCJAC0009,81076,1931,03,08,0.0,,Y
IDCJAC0009,81076,1931,03,09,0.0,,Y
IDCJAC0009,81076,1931,03,10,0.0,,Y
IDCJAC0009,81076,1931,03,11,0.0,,Y
IDCJAC0009,81076,1931,03,12,0.0,,Y
IDCJAC0009,81076,1931,03,13,0.0,,Y
IDCJAC0009,81076,1931,03,14,4.1,1,Y
IDCJAC0009,81076,1931,03,15,0.0,,Y
IDCJAC0009,81076,1931,03,16,0.0,,Y
IDCJAC0009,81076,1931,03,17,0.0,,Y
IDCJAC0009,81076,1931,03,18,0.0,,Y
IDCJAC0009,81076,1931,03,19,22.4,1,Y
IDCJAC0009,81076,1931,03,20,23.1,1,Y
IDCJAC0009,81076,1931,03,21,22.1,1,Y
IDCJAC0009,81076,1931,03,22,2.3,1,Y
IDCJAC0009,81076,1931,03,23,0.0,,Y
IDCJAC0009,81076,1931,03,24,0.0,,Y
IDCJAC0009,81076,1931,03,25,0.0,,Y
IDCJAC0009,81076,1931,03,26,0.0,,Y
IDCJAC0009,81076,1931,03,27,0.0,,Y
IDCJAC0009,81076,1931,03,28,0.0,,Y
IDCJAC0009,81076,1931,03,29,0.0,,Y
IDCJAC0009,81076,1931,03,30,0.0,,Y
IDCJAC0009,81076,1931,03,31,0.0,,Y
IDCJAC0009,81076,1931,04,01,0.0,,Y
IDCJAC0009,81076,1931,04,02,0.0,,Y
IDCJAC0009,81076,1931,04,03,0.0,,Y
IDCJAC0009,81076,1931,04,04,0.0,,Y
IDCJAC0009,81076,1931,04,05,0.0,,Y
IDCJAC0009,81076,1931,04,06,0.0,,Y
IDCJAC0009,81076,1931,04,07,0.0,,Y
IDCJAC0009,81076,1931,04,08,0.0,,Y
IDCJAC0009,81076,1931,04,09,0.0,,Y
IDCJAC0009,81076,1931,04,10,0.0,,Y
IDCJAC0009,81076,1931,04,11,0.0,,Y
IDCJAC0009,81076,1931,04,12,0.0,,Y
IDCJAC0009,81076,1931,04,13,0.0,,Y
IDCJAC0009,81076,1931,04,14,24.1,1,Y
IDCJAC0009,81076,1931,04,15,15.7,1,Y
IDCJAC0009,81076,1931,04,16,0.0,,Y
IDCJAC0009,81076,1931,04,17,0.0,,Y
IDCJAC0009,81076,1931,04,18,0.0,,Y
IDCJAC0009,81076,1931,04,19,0.0,,Y
IDCJAC0009,81076,1931,04,20,0.0,,Y
IDCJAC0009,81076,1931,04,21,0.0,,Y
IDCJAC0009,81076,1931,04,22,0.0,,Y
IDCJAC0009,81076,1931,04,23,0.0,,Y
IDCJAC0009,81076,1931,04,24,0.0,,Y
IDCJAC0009,81076,1931,04,25,6.1,1,Y
IDCJAC0009,81076,1931,04,26,0.0,,Y
IDCJAC0009,81076,1931,04,27,0.0,,Y
IDCJAC0009,81076,1931,04,28,0.3,1,Y
IDCJAC0009,81076,1931,04,29,5.6,1,Y
IDCJAC0009,81076,1931,04,30,18.8,1,Y
IDCJAC0009,81076,1931,05,01,9.4,1,Y
IDCJAC0009,81076,1931,05,02,0.0,,Y
IDCJAC0009,81076,1931,05,03,0.0,,Y
IDCJAC0009,81076,1931,05,04,0.0,,Y
IDCJAC0009,81076,1931,05,05,1.3,1,Y
IDCJAC0009,81076,1931,05,06,0.0,,Y
IDCJAC0009,81076,1931,05,07,3.6,1,Y
IDCJAC0009,81076,1931,05,08,2.5,1,Y
IDCJAC0009,81076,1931,05,09,2.8,1,Y
IDCJAC0009,81076,1931,05,10,0.0,,Y
IDCJAC0009,81076,1931,05,11,0.0,,Y
IDCJAC0009,81076,1931,05,12,3.0,1,Y
IDCJAC0009,81076,1931,05,13,0.8,1,Y
IDCJAC0009,81076,1931,05,14,18.3,1,Y
IDCJAC0009,81076,1931,05,15,0.0,,Y
IDCJAC0009,81076,1931,05,16,0.0,,Y
IDCJAC0009,81076,1931,05,17,0.0,,Y
IDCJAC0009,81076,1931,05,18,0.0,,Y
IDCJAC0009,81076,1931,05,19,0.0,,Y
IDCJAC0009,81076,1931,05,20,0.0,,Y
IDCJAC0009,81076,1931,05,21,0.0,,Y
IDCJAC0009,81076,1931,05,22,27.2,1,Y
IDCJAC0009,81076,1931,05,23,0.0,,Y
IDCJAC0009,81076,1931,05,24,0.0,,Y
IDCJAC0009,81076,1931,05,25,0.0,,Y
IDCJAC0009,81076,1931,05,26,0.0,,Y
IDCJAC0009,81076,1931,05,27,0.0,,Y
IDCJAC0009,81076,1931,05,28,0.0,,Y
IDCJAC0009,81076,1931,05,29,2.0,1,Y
IDCJAC0009,81076,1931,05,30,0.0,,Y
IDCJAC0009,81076,1931,05,31,0.0,,Y
IDCJAC0009,81076,1931,06,01,0.0,,Y
IDCJAC0009,81076,1931,06,02,0.0,,Y
IDCJAC0009,81076,1931,06,03,0.0,,Y
IDCJAC0009,81076,1931,06,04,0.0,,Y
IDCJAC0009,81076,1931,06,05,0.0,,Y
IDCJAC0009,81076,1931,06,06,0.0,,Y
IDCJAC0009,81076,1931,06,07,27.7,1,Y
IDCJAC0009,81076,1931,06,08,2.0,1,Y
IDCJAC0009,81076,1931,06,09,0.5,1,Y
IDCJAC0009,81076,1931,06,10,21.1,1,Y
IDCJAC0009,81076,1931,06,11,5.8,1,Y
IDCJAC0009,81076,1931,06,12,0.0,,Y
IDCJAC0009,81076,1931,06,13,0.0,,Y
IDCJAC0009,81076,1931,06,14,0.0,,Y
IDCJAC0009,81076,1931,06,15,4.8,1,Y
IDCJAC0009,81076,1931,06,16,0.0,,Y
IDCJAC0009,81076,1931,06,17,0.0,,Y
IDCJAC0009,81076,1931,06,18,0.0,,Y
IDCJAC0009,81076,1931,06,19,4.8,1,Y
IDCJAC0009,81076,1931,06,20,4.1,1,Y
IDCJAC0009,81076,1931,06,21,0.0,,Y
IDCJAC0009,81076,1931,06,22,0.0,,Y
IDCJAC0009,81076,1931,06,23,0.0,,Y
IDCJAC0009,81076,1931,06,24,21.6,1,Y
IDCJAC0009,81076,1931,06,25,2.5,1,Y
IDCJAC0009,81076,1931,06,26,0.5,1,Y
IDCJAC0009,81076,1931,06,27,0.0,,Y
IDCJAC0009,81076,1931,06,28,0.0,,Y
IDCJAC0009,81076,1931,06,29,10.7,1,Y
IDCJAC0009,81076,1931,06,30,7.6,1,Y
IDCJAC0009,81076,1931,07,01,0.0,,Y
IDCJAC0009,81076,1931,07,02,0.0,,Y
IDCJAC0009,81076,1931,07,03,1.3,1,Y
IDCJAC0009,81076,1931,07,04,0.3,1,Y
IDCJAC0009,81076,1931,07,05,0.0,,Y
IDCJAC0009,81076,1931,07,06,0.0,,Y
IDCJAC0009,81076,1931,07,07,0.0,,Y
IDCJAC0009,81076,1931,07,08,0.0,,Y
IDCJAC0009,81076,1931,07,09,0.0,,Y
IDCJAC0009,81076,1931,07,10,10.7,1,Y
IDCJAC0009,81076,1931,07,11,3.8,1,Y
IDCJAC0009,81076,1931,07,12,12.4,1,Y
IDCJAC0009,81076,1931,07,13,0.0,,Y
IDCJAC0009,81076,1931,07,14,0.0,,Y
IDCJAC0009,81076,1931,07,15,0.0,,Y
IDCJAC0009,81076,1931,07,16,0.0,,Y
IDCJAC0009,81076,1931,07,17,0.0,,Y
IDCJAC0009,81076,1931,07,18,0.0,,Y
IDCJAC0009,81076,1931,07,19,0.0,,Y
IDCJAC0009,81076,1931,07,20,0.0,,Y
IDCJAC0009,81076,1931,07,21,1.8,1,Y
IDCJAC0009,81076,1931,07,22,5.1,1,Y
IDCJAC0009,81076,1931,07,23,5.8,1,Y
IDCJAC0009,81076,1931,07,24,0.0,,Y
IDCJAC0009,81076,1931,07,25,0.0,,Y
IDCJAC0009,81076,1931,07,26,0.0,,Y
IDCJAC0009,81076,1931,07,27,0.0,,Y
IDCJAC0009,81076,1931,07,28,1.0,1,Y
IDCJAC0009,81076,1931,07,29,4.1,1,Y
IDCJAC0009,81076,1931,07,30,1.0,1,Y
IDCJAC0009,81076,1931,07,31,0.0,,Y
IDCJAC0009,81076,1931,08,01,0.0,,Y
IDCJAC0009,81076,1931,08,02,0.0,,Y
IDCJAC0009,81076,1931,08,03,0.0,,Y
IDCJAC0009,81076,1931,08,04,0.0,,Y
IDCJAC0009,81076,1931,08,05,4.3,1,Y
IDCJAC0009,81076,1931,08,06,2.0,1,Y
IDCJAC0009,81076,1931,08,07,4.3,1,Y
IDCJAC0009,81076,1931,08,08,0.0,,Y
IDCJAC0009,81076,1931,08,09,0.0,,Y
IDCJAC0009,81076,1931,08,10,0.0,,Y
IDCJAC0009,81076,1931,08,11,0.0,,Y
IDCJAC0009,81076,1931,08,12,1.8,1,Y
IDCJAC0009,81076,1931,08,13,0.0,,Y
IDCJAC0009,81076,1931,08,14,0.3,1,Y
IDCJAC0009,81076,1931,08,15,0.0,,Y
IDCJAC0009,81076,1931,08,16,0.0,,Y
IDCJAC0009,81076,1931,08,17,2.3,1,Y
IDCJAC0009,81076,1931,08,18,0.0,,Y
IDCJAC0009,81076,1931,08,19,0.0,,Y
IDCJAC0009,81076,1931,08,20,1.3,1,Y
IDCJAC0009,81076,1931,08,21,0.0,,Y
IDCJAC0009,81076,1931,08,22,7.9,1,Y
IDCJAC0009,81076,1931,08,23,0.0,,Y
IDCJAC0009,81076,1931,08,24,0.0,,Y
IDCJAC0009,81076,1931,08,25,0.0,,Y
IDCJAC0009,81076,1931,08,26,0.0,,Y
IDCJAC0009,81076,1931,08,27,0.0,,Y
IDCJAC0009,81076,1931,08,28,2.3,1,Y
IDCJAC0009,81076,1931,08,29,2.0,1,Y
IDCJAC0009,81076,1931,08,30,0.0,,Y
IDCJAC0009,81076,1931,08,31,0.3,1,Y
IDCJAC0009,81076,1931,09,01,3.6,1,Y
IDCJAC0009,81076,1931,09,02,0.0,,Y
IDCJAC0009,81076,1931,09,03,0.0,,Y
IDCJAC0009,81076,1931,09,04,6.6,1,Y
IDCJAC0009,81076,1931,09,05,0.0,,Y
IDCJAC0009,81076,1931,09,06,0.0,,Y
IDCJAC0009,81076,1931,09,07,0.8,1,Y
IDCJAC0009,81076,1931,09,08,1.5,1,Y
IDCJAC0009,81076,1931,09,09,0.0,,Y
IDCJAC0009,81076,1931,09,10,2.0,1,Y
IDCJAC0009,81076,1931,09,11,8.4,1,Y
IDCJAC0009,81076,1931,09,12,4.3,1,Y
IDCJAC0009,81076,1931,09,13,4.1,1,Y
IDCJAC0009,81076,1931,09,14,7.4,1,Y
IDCJAC0009,81076,1931,09,15,0.8,1,Y
IDCJAC0009,81076,1931,09,16,0.0,,Y
IDCJAC0009,81076,1931,09,17,0.0,,Y
IDCJAC0009,81076,1931,09,18,0.0,,Y
IDCJAC0009,81076,1931,09,19,0.0,,Y
IDCJAC0009,81076,1931,09,20,0.0,,Y
IDCJAC0009,81076,1931,09,21,0.0,,Y
IDCJAC0009,81076,1931,09,22,0.0,,Y
IDCJAC0009,81076,1931,09,23,0.0,,Y
IDCJAC0009,81076,1931,09,24,1.0,1,Y
IDCJAC0009,81076,1931,09,25,1.0,1,Y
IDCJAC0009,81076,1931,09,26,0.0,,Y
IDCJAC0009,81076,1931,09,27,0.0,,Y
IDCJAC0009,81076,1931,09,28,0.0,,Y
IDCJAC0009,81076,1931,09,29,0.0,,Y
IDCJAC0009,81076,1931,09,30,0.0,,Y
IDCJAC0009,81076,1931,10,01,0.0,,Y
IDCJAC0009,81076,1931,10,02,0.3,1,Y
IDCJAC0009,81076,1931,10,03,1.5,1,Y
IDCJAC0009,81076,1931,10,04,1.0,1,Y
IDCJAC0009,81076,1931,10,05,0.8,1,Y
IDCJAC0009,81076,1931,10,06,0.0,,Y
IDCJAC0009,81076,1931,10,07,0.0,,Y
IDCJAC0009,81076,1931,10,08,0.0,,Y
IDCJAC0009,81076,1931,10,09,9.7,1,Y
IDCJAC0009,81076,1931,10,10,0.0,,Y
IDCJAC0009,81076,1931,10,11,0.0,,Y
IDCJAC0009,81076,1931,10,12,0.0,,Y
IDCJAC0009,81076,1931,10,13,0.0,,Y
IDCJAC0009,81076,1931,10,14,0.0,,Y
IDCJAC0009,81076,1931,10,15,0.0,,Y
IDCJAC0009,81076,1931,10,16,0.0,,Y
IDCJAC0009,81076,1931,10,17,19.6,1,Y
IDCJAC0009,81076,1931,10,18,12.4,1,Y
IDCJAC0009,81076,1931,10,19,0.0,,Y
IDCJAC0009,81076,1931,10,20,0.0,,Y
IDCJAC0009,81076,1931,10,21,0.0,,Y
IDCJAC0009,81076,1931,10,22,0.0,,Y
IDCJAC0009,81076,1931,10,23,0.0,,Y
IDCJAC0009,81076,1931,10,24,0.0,,Y
IDCJAC0009,81076,1931,10,25,0.0,,Y
IDCJAC0009,81076,1931,10,26,0.0,,Y
IDCJAC0009,81076,1931,10,27,0.0,,Y
IDCJAC0009,81076,1931,10,28,0.0,,Y
IDCJAC0009,81076,1931,10,29,0.0,,Y
IDCJAC0009,81076,1931,10,30,0.0,,Y
IDCJAC0009,81076,1931,10,31,0.0,,Y
IDCJAC0009,81076,1931,11,01,0.0,,Y
IDCJAC0009,81076,1931,11,02,0.0,,Y
IDCJAC0009,81076,1931,11,03,0.0,,Y
IDCJAC0009,81076,1931,11,04,0.0,,Y
IDCJAC0009,81076,1931,11,05,0.0,,Y
IDCJAC0009,81076,1931,11,06,0.0,,Y
IDCJAC0009,81076,1931,11,07,0.0,,Y
IDCJAC0009,81076,1931,11,08,0.0,,Y
IDCJAC0009,81076,1931,11,09,0.0,,Y
IDCJAC0009,81076,1931,11,10,16.3,1,Y
IDCJAC0009,81076,1931,11,11,0.0,,Y
IDCJAC0009,81076,1931,11,12,0.0,,Y
IDCJAC0009,81076,1931,11,13,0.0,,Y
IDCJAC0009,81076,1931,11,14,0.0,,Y
IDCJAC0009,81076,1931,11,15,1.5,1,Y
IDCJAC0009,81076,1931,11,16,26.9,1,Y
IDCJAC0009,81076,1931,11,17,1.5,1,Y
IDCJAC0009,81076,1931,11,18,0.0,,Y
IDCJAC0009,81076,1931,11,19,0.0,,Y
IDCJAC0009,81076,1931,11,20,0.3,1,Y
IDCJAC0009,81076,1931,11,21,8.1,1,Y
IDCJAC0009,81076,1931,11,22,0.0,,Y
IDCJAC0009,81076,1931,11,23,0.0,,Y
IDCJAC0009,81076,1931,11,24,0.0,,Y
IDCJAC0009,81076,1931,11,25,0.0,,Y
IDCJAC0009,81076,1931,11,26,0.0,,Y
IDCJAC0009,81076,1931,11,27,0.0,,Y
IDCJAC0009,81076,1931,11,28,0.0,,Y
IDCJAC0009,81076,1931,11,29,0.0,,Y
IDCJAC0009,81076,1931,11,30,0.0,,Y
IDCJAC0009,81076,1931,12,01,0.0,,Y
IDCJAC0009,81076,1931,12,02,0.0,,Y
IDCJAC0009,81076,1931,12,03,0.0,,Y
IDCJAC0009,81076,1931,12,04,0.0,,Y
IDCJAC0009,81076,1931,12,05,0.0,,Y
IDCJAC0009,81076,1931,12,06,0.0,,Y
IDCJAC0009,81076,1931,12,07,0.0,,Y
IDCJAC0009,81076,1931,12,08,0.0,,Y
IDCJAC0009,81076,1931,12,09,0.0,,Y
IDCJAC0009,81076,1931,12,10,0.0,,Y
IDCJAC0009,81076,1931,12,11,0.0,,Y
IDCJAC0009,81076,1931,12,12,0.0,,Y
IDCJAC0009,81076,1931,12,13,0.0,,Y
IDCJAC0009,81076,1931,12,14,0.0,,Y
IDCJAC0009,81076,1931,12,15,0.0,,Y
IDCJAC0009,81076,1931,12,16,0.0,,Y
IDCJAC0009,81076,1931,12,17,0.0,,Y
