Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,81011,1946,01,01,0.0,,Y
IDCJAC0009,81011,1946,01,02,0.0,,Y
IDCJAC0009,81011,1946,01,03,0.0,,Y
IDCJAC0009,81011,1946,01,04,2.0,1,Y
IDCJAC0009,81011,1946,01,05,0.0,,Y
IDCJAC0009,81011,1946,01,06,0.0,,Y
IDCJAC0009,81011,1946,01,07,0.0,,Y
IDCJAC0009,81011,1946,01,08,0.0,,Y
IDCJAC0009,81011,1946,01,09,0.0,,Y
IDCJAC0009,81011,1946,01,10,0.0,,Y
IDCJAC0009,81011,1946,01,11,0.0,,Y
IDCJAC0009,81011,1946,01,12,0.0,,Y
IDCJAC0009,81011,1946,01,13,0.0,,Y
IDCJAC0009,81011,1946,01,14,0.0,,Y
IDCJAC0009,81011,1946,01,15,0.3,1,Y
IDCJAC0009,81011,1946,01,16,0.0,,Y
IDCJAC0009,81011,1946,01,17,3.8,1,Y
IDCJAC0009,81011,1946,01,18,19.1,1,Y
IDCJAC0009,81011,1946,01,19,21.1,1,Y
IDCJAC0009,81011,1946,01,20,2.8,1,Y
IDCJAC0009,81011,1946,01,21,0.0,,Y
IDCJAC0009,81011,1946,01,22,0.0,,Y
IDCJAC0009,81011,1946,01,23,0.0,,Y
IDCJAC0009,81011,1946,01,24,0.0,,Y
IDCJAC0009,81011,1946,01,25,0.0,,Y
IDCJAC0009,81011,1946,01,26,0.0,,Y
IDCJAC0009,81011,1946,01,27,0.0,,Y
IDCJAC0009,81011,1946,01,28,0.0,,Y
IDCJAC0009,81011,1946,01,29,0.0,,Y
IDCJAC0009,81011,1946,01,30,0.0,,Y
IDCJAC0009,81011,1946,01,31,0.0,,Y
IDCJAC0009,81011,1946,02,01,1.5,1,Y
IDCJAC0009,81011,1946,02,02,0.0,,Y
IDCJAC0009,81011,1946,02,03,12.7,1,Y
IDCJAC0009,81011,1946,02,04,0.0,,Y
IDCJAC0009,81011,1946,02,05,0.0,,Y
IDCJAC0009,81011,1946,02,06,0.0,,Y
IDCJAC0009,81011,1946,02,07,0.0,,Y
IDCJAC0009,81011,1946,02,08,0.8,1,Y
IDCJAC0009,81011,1946,02,09,0.0,,Y
IDCJAC0009,81011,1946,02,10,0.0,,Y
IDCJAC0009,81011,1946,02,11,21.8,1,Y
IDCJAC0009,81011,1946,02,12,16.0,1,Y
IDCJAC0009,81011,1946,02,13,0.0,,Y
IDCJAC0009,81011,1946,02,14,0.0,,Y
IDCJAC0009,81011,1946,02,15,0.0,,Y
IDCJAC0009,81011,1946,02,16,0.0,,Y
IDCJAC0009,81011,1946,02,17,0.0,,Y
IDCJAC0009,81011,1946,02,18,43.9,1,Y
IDCJAC0009,81011,1946,02,19,14.2,1,Y
IDCJAC0009,81011,1946,02,20,0.0,,Y
IDCJAC0009,81011,1946,02,21,0.0,,Y
IDCJAC0009,81011,1946,02,22,0.0,,Y
IDCJAC0009,81011,1946,02,23,0.0,,Y
IDCJAC0009,81011,1946,02,24,0.0,,Y
IDCJAC0009,81011,1946,02,25,0.0,,Y
IDCJAC0009,81011,1946,02,26,8.9,1,Y
IDCJAC0009,81011,1946,02,27,31.0,1,Y
IDCJAC0009,81011,1946,02,28,0.0,,Y
IDCJAC0009,81011,1946,03,01,0.0,,Y
IDCJAC0009,81011,1946,03,02,0.0,,Y
IDCJAC0009,81011,1946,03,03,0.0,,Y
IDCJAC0009,81011,1946,03,04,0.0,,Y
IDCJAC0009,81011,1946,03,05,0.0,,Y
IDCJAC0009,81011,1946,03,06,3.6,1,Y
IDCJAC0009,81011,1946,03,07,18.0,1,Y
IDCJAC0009,81011,1946,03,08,0.0,,Y
IDCJAC0009,81011,1946,03,09,0.0,,Y
IDCJAC0009,81011,1946,03,10,2.8,1,Y
IDCJAC0009,81011,1946,03,11,2.5,1,Y
IDCJAC0009,81011,1946,03,12,0.0,,Y
IDCJAC0009,81011,1946,03,13,0.0,,Y
IDCJAC0009,81011,1946,03,14,0.0,,Y
IDCJAC0009,81011,1946,03,15,0.0,,Y
IDCJAC0009,81011,1946,03,16,8.9,1,Y
IDCJAC0009,81011,1946,03,17,2.8,1,Y
IDCJAC0009,81011,1946,03,18,6.4,1,Y
IDCJAC0009,81011,1946,03,19,0.5,1,Y
IDCJAC0009,81011,1946,03,20,0.0,,Y
IDCJAC0009,81011,1946,03,21,0.0,,Y
IDCJAC0009,81011,1946,03,22,0.0,,Y
IDCJAC0009,81011,1946,03,23,0.0,,Y
IDCJAC0009,81011,1946,03,24,0.0,,Y
IDCJAC0009,81011,1946,03,25,0.0,,Y
IDCJAC0009,81011,1946,03,26,0.0,,Y
IDCJAC0009,81011,1946,03,27,0.8,1,Y
IDCJAC0009,81011,1946,03,28,0.0,,Y
IDCJAC0009,81011,1946,03,29,0.0,,Y
IDCJAC0009,81011,1946,03,30,0.0,,Y
IDCJAC0009,81011,1946,03,31,0.0,,Y
IDCJAC0009,81011,1946,04,01,0.0,,Y
IDCJAC0009,81011,1946,04,02,0.0,,Y
IDCJAC0009,81011,1946,04,03,0.0,,Y
IDCJAC0009,81011,1946,04,04,0.0,,Y
IDCJAC0009,81011,1946,04,05,0.0,,Y
IDCJAC0009,81011,1946,04,06,0.0,,Y
IDCJAC0009,81011,1946,04,07,0.0,,Y
IDCJAC0009,81011,1946,04,08,0.0,,Y
IDCJAC0009,81011,1946,04,09,0.0,,Y
IDCJAC0009,81011,1946,04,10,0.0,,Y
